people,0.0001,0.00000183,0.00000146,-2.021857923497268e-05
people,0.0001,0.00000112,0.00000117,4.464285714285709e-06
people,0.0001,0.00000114,0.00000111,-2.631578947368433e-06
people,0.0001,0.00000133,0.00000129,-3.007518796992484e-06
people,0.0001,0.00000139,0.00000121,-1.2949640287769782e-05
people,0.0001,0.00000128,0.00000119,-7.031249999999999e-06
people,0.0001,0.00000038,0.00000034,-1.0526315789473696e-05
people,0.0001,0.00000037,0.00000033,-1.0810810810810807e-05
people,0.0001,0.00000035,0.00000033,-5.714285714285704e-06
people,0.0001,0.00000034,0.00000031,-8.8235294117647e-06
people,0.0001,0.00000052,0.00000065,2.5000000000000008e-05
people,0.0001,0.00000079,0.00000056,-2.91139240506329e-05
trb,0.0001,0.0004270,0.0004755,1.1358313817330207e-05
trb,0.0001,0.0006186,0.0005516,-1.0830908503071451e-05
trb,0.0001,0.0006315,0.0005666,-1.027711797307997e-05
trb,0.0001,0.0006094,0.0029680,0.0003870364292746965
trb,0.0001,0.0009130,0.0007530,-1.7524644030668127e-05
trb,0.0001,0.0008970,0.0013680,5.250836120401339e-05
trb,0.0001,0.0018000,0.0016400,-8.888888888888888e-06
trb,0.0001,0.0011150,0.0010160,-8.878923766816156e-06
trb,0.0001,0.0010010,0.0009460,-5.4945054945054876e-06
trb,0.0001,0.0009830,0.0009270,-5.696846388606303e-06
trb,0.0001,0.0005190,0.0005210,3.8535645472060503e-07
trb,0.0001,0.0004570,0.0010630,0.0001326039387308534
trb,0.0001,0.0008550,0.0007050,-1.7543859649122806e-05
trb,0.0001,0.0009510,0.0007280,-2.344900105152471e-05
trb,0.0001,0.0007950,0.0007140,-1.0188679245283022e-05
trb,0.0001,0.0007780,0.0006960,-1.053984575835476e-05
trb,0.0001,0.0003720,0.0003820,2.6881720430107597e-06
trb,0.0001,0.0005556,0.0024190,0.0003353851691864652
trb,0.0001,0.0028725,0.0026701,-7.0461270670148004e-06
link,0.0001,0.0000719,0.0000517,-2.8094575799721832e-05
link,0.0001,0.0000493,0.0000504,2.231237322515213e-06
link,0.0001,0.0000383,0.0000405,5.744125326370755e-06
link,0.0001,0.0000459,0.0000755,6.448801742919392e-05
link,0.0001,0.0000807,0.0000740,-8.302354399008678e-06
link,0.0001,0.0000766,0.0001164,5.1958224543080926e-05
link,0.0001,0.0001270,0.0001150,-9.448818897637792e-06
link,0.0001,0.0001225,0.0001102,-1.0040816326530614e-05
link,0.0001,0.0001034,0.0002394,0.00013152804642166342
link,0.0001,0.0002288,0.0002195,-4.064685314685318e-06
link,0.0001,0.0002073,0.0003026,4.5972021225277374e-05
link,0.0001,0.0002735,0.0003555,2.998171846435102e-05
link,0.0001,0.0004545,0.0004171,-8.228822882288229e-06
link,0.0001,0.0004350,0.0004223,-2.919540229885054e-06
link,0.0001,0.0004305,0.0004167,-3.2055749128919883e-06
link,0.0001,0.0004413,0.0011977,0.00017140267391796963
link,0.0001,0.0006489,0.0005939,-8.475882262290036e-06
link,0.0001,0.0005989,0.0005724,-4.4247787610619375e-06
link,0.0001,0.0008236,0.0007332,-1.097620203982515e-05
link,0.0001,0.0008612,0.0007220,-1.6163492800743152e-05
link,0.0001,0.0006088,0.0005259,-1.361695137976347e-05
link,0.0001,0.0005198,0.0004667,-1.021546748749518e-05
link,0.0001,0.0004540,0.0004591,1.1233480176211487e-06
link,0.0001,0.0003717,0.0003479,-6.403013182674196e-06
link,0.0001,0.0002880,0.0003021,4.89583333333334e-06
link,0.0001,0.0003141,0.0003017,-3.947787328876147e-06
link,0.0001,0.0003316,0.0003305,-3.3172496984317633e-07
link,0.0001,0.0003458,0.0003627,4.887218045112775e-06
link,0.0001,0.0003820,0.0003702,-3.089005235602098e-06
link,0.0001,0.0004039,0.0003896,-3.540480316910132e-06
link,0.0001,0.0003225,0.0003112,-3.5038759689922496e-06
link,0.0001,0.0002692,0.0002579,-4.197622585438337e-06
link,0.0001,0.0002266,0.0002324,2.559576345984115e-06
link,0.0001,0.0002455,0.0002543,3.5845213849287155e-06
link,0.0001,0.0002980,0.0003626,2.1677852348993292e-05
link,0.0001,0.0003831,0.0003705,-3.2889584964761113e-06
link,0.0001,0.0003760,0.0003520,-6.382978723404252e-06
link,0.0001,0.0003686,0.0003587,-2.6858383071079826e-06
ar,0.0001,0.0005156,0.0003684,-2.8549262994569424e-05
ar,0.0001,0.0003404,0.0009899,0.00019080493537015276
ar,0.0001,0.0012237,0.0009230,-2.4573016262155766e-05
ar,0.0001,0.0012167,0.0010022,-1.7629653982082687e-05
ar,0.0001,0.0012684,0.0010478,-1.7391989908546207e-05
ar,0.0001,0.0008269,0.0007618,-7.872777844963116e-06
ar,0.0001,0.0008258,0.0007669,-7.132477597481227e-06
ar,0.0001,0.0008276,0.0007595,-8.22861285645239e-06
ar,0.0001,0.0004876,0.0005786,1.866283839212469e-05
ar,0.0001,0.0005218,0.0005584,7.014181678804144e-06
ar,0.0001,0.0004459,0.0004433,-5.830903790087484e-07
ar,0.0001,0.0001983,0.0001908,-3.7821482602117967e-06
ar,0.0001,0.0001677,0.0001869,1.1449016100178877e-05
ar,0.0001,0.0002240,0.0002036,-9.107142857142861e-06
ar,0.0001,0.0002336,0.0002124,-9.075342465753425e-06
ar,0.0001,0.0002440,0.0004883,0.00010012295081967216
uma,0.0001,0.00035300,0.00044500,2.6062322946175626e-05
uma,0.0001,0.00047000,0.00044080,-6.21276595744681e-06
uma,0.0001,0.00051650,0.00036080,-3.0145208131655377e-05
uma,0.0001,0.00026040,0.00024050,-7.642089093701996e-06
uma,0.0001,0.00020500,0.00022480,9.658536585365851e-06
uma,0.0001,0.00025370,0.00019490,-2.3176980685849425e-05
uma,0.0001,0.00021230,0.00017300,-1.8511540273198307e-05
uma,0.0001,0.00013000,0.00011410,-1.2230769230769227e-05
uma,0.0001,0.00012690,0.00012980,2.2852639873916603e-06
uma,0.0001,0.00010780,0.00009950,-7.699443413729127e-06
uma,0.0001,0.00009320,0.00008830,-5.257510729613731e-06
uma,0.0001,0.00010320,0.00008720,-1.5503875968992245e-05
uma,0.0001,0.00010040,0.00007560,-2.4701195219123513e-05
uma,0.0001,0.00005490,0.00005410,-1.457194899817849e-06
uma,0.0001,0.00005480,0.00005400,-1.4598540145985385e-06
uma,0.0001,0.00005590,0.00005160,-7.692307692307687e-06
uma,0.0001,0.00005740,0.00005100,-1.1149825783972127e-05
uma,0.0001,0.00005458,0.00004702,-1.385122755588128e-05
uma,0.0001,0.00004921,0.00004767,-3.1294452347083834e-06
uma,0.0001,0.00005319,0.00004775,-1.022748636961834e-05
uma,0.0001,0.00006350,0.00008859,3.951181102362206e-05
near,0.0001,0.00005790,0.00009190,5.872193436960277e-05
near,0.0001,0.00011510,0.00007660,-3.3449174630755865e-05
near,0.0001,0.00006540,0.00014083,0.00011533639143730886
near,0.0001,0.00019519,0.00016417,-1.5892207592602084e-05
near,0.0001,0.00017339,0.00015733,-9.262356537285876e-06
near,0.0001,0.00020530,0.00028356,3.8119824646858245e-05
near,0.0001,0.00026474,0.00025547,-3.5015486892800576e-06
near,0.0001,0.00027180,0.00031212,1.4834437086092714e-05
near,0.0001,0.00019386,0.00019977,3.0485917672547212e-06
near,0.0001,0.00021585,0.00020238,-6.2404447533009004e-06
near,0.0001,0.00009617,0.00009832,2.2356244150982617e-06
near,0.0001,0.00010615,0.00009885,-6.877060763071128e-06
near,0.0001,0.00004922,0.00004688,-4.754164973587976e-06
near,0.0001,0.00004790,0.00004660,-2.713987473903962e-06
near,0.0001,0.00004312,0.00007115,6.500463821892392e-05
near,0.0001,0.00007162,0.00006340,-1.1477240994135718e-05
near,0.0001,0.00007239,0.00006347,-1.2322143942533503e-05
near,0.0001,0.00008917,0.00008158,-8.511831333408098e-06
ens,0.0001,0.0004735,0.0002964,-3.740232312565998e-05
ens,0.0001,0.0004682,0.0005778,2.340879965826569e-05
ens,0.0001,0.0006676,0.0008371,2.538945476333135e-05
ens,0.0001,0.0008240,0.0007831,-4.963592233009704e-06
ens,0.0001,0.0007092,0.0006530,-7.924421883812741e-06
ens,0.0001,0.0006908,0.0006684,-3.2426172553561097e-06
ens,0.0001,0.0006843,0.0006355,-7.131375127867894e-06
ens,0.0001,0.0003186,0.0003066,-3.7664783427495186e-06
ens,0.0001,0.0002578,0.0002320,-1.0007757951900693e-05
ens,0.0001,0.0002379,0.0004178,7.562000840689365e-05
sol,0.0001,0.0000693,0.0002635,0.00028023088023088023
sol,0.0001,0.0000875,0.0008291,0.0008475428571428572
sol,0.0001,0.0010066,0.0008907,-1.151400755016889e-05
sol,0.0001,0.0009220,0.0008357,-9.360086767895877e-06
sol,0.0001,0.0008924,0.0028534,0.00021974450918870462
sol,0.0001,0.0033233,0.0034520,3.872656696656946e-06
sol,0.0001,0.0039032,0.0036591,-6.2538430006148725e-06
sol,0.0001,0.0022443,0.0024718,1.013679098159784e-05
sol,0.0001,0.0017137,0.0016887,-1.4588317675205734e-06
sol,0.0001,0.0018635,0.0017191,-7.748859672658966e-06
sol,0.0001,0.0016707,0.0016159,-3.2800622493565593e-06
sol,0.0001,0.0017323,0.0014388,-1.6942792818795818e-05
sol,0.0001,0.0008444,0.0009520,1.2742775935575557e-05
sol,0.0001,0.0010572,0.0009877,-6.57396897465001e-06
sol,0.0001,0.0008364,0.0007490,-1.0449545671927304e-05
sol,0.0001,0.0007828,0.0007073,-9.644864588656114e-06
sol,0.0001,0.0007086,0.0007835,1.057013830087497e-05
sol,0.0001,0.0008529,0.0021167,0.00014817680853558448
sol,0.0001,0.0022426,0.0024623,9.796664585748694e-06
